reading_id,machine_id,timestamp,temperature,vibration,pressure,runtime_hours,energy_consumption,operating_load
R00004994,M0014,2024-03-19T06:00:00,51.02,3.042,99.54,11524.77,43.99,0.572
R00004995,M0014,2024-03-19T12:00:00,48.83,3.294,101.99,11528.98,42.05,0.701
R00004996,M0014,2024-03-19T18:00:00,47.82,3.423,105.46,11533.46,41.57,0.748
R00004997,M0014,2024-03-20T00:00:00,50.48,3.402,100.4,11537.19,40.23,0.62
R00004998,M0014,2024-03-20T06:00:00,53.76,3.143,96.69,11540.48,42.41,0.55
R00004999,M0014,2024-03-20T12:00:00,51.25,3.212,97.88,11544.12,42.22,0.606
R00005000,M0014,2024-03-20T18:00:00,48.78,3.324,109.55,11547.97,41.48,0.643
R00005001,M0014,2024-03-21T00:00:00,48.83,3.368,104.72,11551.58,42.24,0.601
R00005002,M0014,2024-03-21T06:00:00,52.8,3.128,105.22,11554.3,42.15,0.453
R00005003,M0014,2024-03-21T12:00:00,49.49,3.755,100.25,11557.73,39.91,0.572
R00005004,M0014,2024-03-21T18:00:00,46.91,3.372,96.9,11560.97,39.29,0.539
R00005005,M0014,2024-03-22T00:00:00,52.11,3.23,108.7,11564.57,43.43,0.601
R00005006,M0014,2024-03-22T06:00:00,52.97,3.425,95.7,11567.92,45.25,0.558
R00005007,M0014,2024-03-22T12:00:00,51.61,3.281,107.45,11571.54,44.0,0.603
R00005008,M0014,2024-03-22T18:00:00,48.37,3.083,99.1,11575.0,39.94,0.577
R00005009,M0014,2024-03-23T00:00:00,49.32,3.507,103.79,11578.69,43.86,0.616
R00005010,M0014,2024-03-23T06:00:00,53.19,3.344,107.07,11582.88,44.02,0.698
R00005011,M0014,2024-03-23T12:00:00,50.53,3.09,96.22,11584.96,38.2,0.347
R00005012,M0014,2024-03-23T18:00:00,50.29,3.547,101.97,11590.08,43.77,0.853
R00005013,M0014,2024-03-24T00:00:00,50.64,3.337,104.06,11593.92,41.19,0.64
R00005014,M0014,2024-03-24T06:00:00,52.37,3.322,105.92,11598.09,44.26,0.695
R00005015,M0014,2024-03-24T12:00:00,50.79,3.142,106.53,11601.26,43.12,0.528
R00005016,M0014,2024-03-24T18:00:00,45.04,3.01,103.49,11604.6,39.22,0.556
R00005017,M0014,2024-03-25T00:00:00,49.18,3.019,102.35,11606.1,42.91,0.25
R00005018,M0014,2024-03-25T06:00:00,52.23,2.953,104.15,11609.41,42.23,0.552
R00005019,M0014,2024-03-25T12:00:00,47.99,3.475,103.59,11612.55,42.77,0.523
R00005020,M0014,2024-03-25T18:00:00,49.94,3.313,103.05,11616.29,43.12,0.624
R00005021,M0014,2024-03-26T00:00:00,55.17,3.22,101.01,11620.62,42.07,0.722
R00005022,M0014,2024-03-26T06:00:00,49.78,3.9,99.02,11623.51,43.83,0.48
R00005023,M0014,2024-03-26T12:00:00,49.45,3.538,106.44,11627.04,43.15,0.588
R00005024,M0014,2024-03-26T18:00:00,44.29,3.135,104.02,11630.51,39.08,0.579
R00005025,M0014,2024-03-27T00:00:00,51.12,3.035,105.02,11634.11,40.17,0.601
R00005026,M0014,2024-03-27T06:00:00,51.71,3.095,103.28,11636.79,41.79,0.445
R00005027,M0014,2024-03-27T12:00:00,50.0,3.068,103.76,11640.05,46.72,0.544
R00005028,M0014,2024-03-27T18:00:00,52.97,3.323,103.04,11642.93,40.11,0.479
R00005029,M0014,2024-03-28T00:00:00,51.69,3.002,106.35,11646.61,41.29,0.614
R00005030,M0014,2024-03-28T06:00:00,51.47,2.794,98.75,11648.73,39.56,0.355
R00005031,M0014,2024-03-28T12:00:00,48.7,3.131,107.25,11652.48,45.54,0.625
R00005032,M0014,2024-03-28T18:00:00,49.16,3.178,102.1,11656.89,41.06,0.734
R00005033,M0014,2024-03-29T00:00:00,49.84,3.169,99.49,11660.95,44.9,0.676
R00005034,M0014,2024-03-29T06:00:00,53.29,3.182,99.22,11664.21,45.62,0.545
R00005035,M0014,2024-03-29T12:00:00,46.8,3.273,105.08,11667.28,41.7,0.511
R00005036,M0014,2024-03-29T18:00:00,46.5,3.132,106.71,11670.26,39.51,0.496
R00005037,M0014,2024-03-30T00:00:00,51.66,3.766,98.48,11674.1,42.28,0.641
R00005038,M0014,2024-03-30T06:00:00,52.74,3.008,103.12,11677.25,42.44,0.524
R00005039,M0014,2024-03-30T12:00:00,50.02,3.325,98.69,11680.73,41.58,0.58
R00005040,M0014,2024-03-30T18:00:00,47.69,2.925,105.37,11683.41,39.52,0.446
R00005041,M0015,2024-01-01T00:00:00,84.48,5.07,190.52,9782.85,60.25,0.713
R00005042,M0015,2024-01-01T06:00:00,83.95,4.506,193.53,9786.87,58.97,0.67
R00005043,M0015,2024-01-01T12:00:00,79.44,4.595,186.33,9791.24,55.87,0.729
R00005044,M0015,2024-01-01T18:00:00,82.22,5.407,191.92,9796.0,58.42,0.794
R00005045,M0015,2024-01-02T00:00:00,85.19,5.124,189.65,9800.79,60.7,0.797
R00005046,M0015,2024-01-02T06:00:00,85.58,4.824,192.16,9805.79,62.02,0.834
R00005047,M0015,2024-01-02T12:00:00,80.68,5.089,197.71,9810.84,57.7,0.842
R00005048,M0015,2024-01-02T18:00:00,81.84,4.921,199.92,9815.89,59.42,0.842
R00005049,M0015,2024-01-03T00:00:00,77.41,4.962,197.29,9820.55,60.18,0.776
R00005050,M0015,2024-01-03T06:00:00,84.57,4.816,189.82,9824.37,61.59,0.637
R00005051,M0015,2024-01-03T12:00:00,79.09,4.787,190.61,9829.12,54.27,0.791
R00005052,M0015,2024-01-03T18:00:00,80.01,5.066,194.13,9833.8,60.26,0.78
R00005053,M0015,2024-01-04T00:00:00,83.74,4.897,194.32,9838.58,59.67,0.796
R00005054,M0015,2024-01-04T06:00:00,84.33,4.814,192.41,9843.45,63.61,0.812
R00005055,M0015,2024-01-04T12:00:00,81.88,4.827,193.83,9846.77,61.99,0.554
R00005056,M0015,2024-01-04T18:00:00,81.12,4.788,195.48,9851.83,60.34,0.843
R00005057,M0015,2024-01-05T00:00:00,80.44,4.964,193.83,9856.27,55.31,0.74
R00005058,M0015,2024-01-05T06:00:00,79.08,4.792,197.09,9860.4,57.45,0.688
R00005059,M0015,2024-01-05T12:00:00,85.1,4.871,194.3,9866.05,60.48,0.941
R00005060,M0015,2024-01-05T18:00:00,80.0,4.783,195.98,9870.86,57.74,0.802
R00005061,M0015,2024-01-06T00:00:00,81.97,4.646,190.37,9876.02,58.53,0.861
R00005062,M0015,2024-01-06T06:00:00,83.28,4.885,193.29,9881.89,56.01,0.977
R00005063,M0015,2024-01-06T12:00:00,81.09,4.703,197.37,9886.7,59.02,0.801
R00005064,M0015,2024-01-06T18:00:00,78.62,4.818,192.69,9891.35,53.38,0.776
R00005065,M0015,2024-01-07T00:00:00,84.13,5.133,202.1,9896.34,62.35,0.831
R00005066,M0015,2024-01-07T06:00:00,85.67,4.898,187.22,9901.12,59.78,0.797
R00005067,M0015,2024-01-07T12:00:00,81.35,4.817,196.42,9906.4,59.75,0.88
R00005068,M0015,2024-01-07T18:00:00,79.71,4.577,198.47,9910.0,59.1,0.599
R00005069,M0015,2024-01-08T00:00:00,84.47,4.628,186.43,9914.18,59.13,0.698
R00005070,M0015,2024-01-08T06:00:00,83.1,4.71,189.39,9919.7,57.45,0.92
R00005071,M0015,2024-01-08T12:00:00,79.11,4.685,198.99,9923.59,56.82,0.648
R00005072,M0015,2024-01-08T18:00:00,82.23,4.999,190.65,9928.55,61.28,0.826
R00005073,M0015,2024-01-09T00:00:00,82.51,5.073,187.03,9932.57,58.39,0.67
R00005074,M0015,2024-01-09T06:00:00,82.49,4.737,191.08,9936.88,58.73,0.718
R00005075,M0015,2024-01-09T12:00:00,83.42,4.565,197.51,9941.43,57.8,0.758
R00005076,M0015,2024-01-09T18:00:00,78.66,4.598,195.33,9945.08,59.42,0.608
R00005077,M0015,2024-01-10T00:00:00,83.16,5.047,190.41,9949.71,59.43,0.772
R00005078,M0015,2024-01-10T06:00:00,86.39,4.929,198.6,9955.71,59.35,1.0
R00005079,M0015,2024-01-10T12:00:00,79.59,4.632,191.15,9959.72,57.31,0.669
R00005080,M0015,2024-01-10T18:00:00,76.95,4.824,186.15,9963.96,55.0,0.706
R00005081,M0015,2024-01-11T00:00:00,79.41,4.497,196.66,9967.53,53.14,0.595
R00005082,M0015,2024-01-11T06:00:00,80.19,4.705,192.9,9971.6,59.15,0.679
R00005083,M0015,2024-01-11T12:00:00,81.35,4.696,186.63,9974.64,57.3,0.507
R00005084,M0015,2024-01-11T18:00:00,80.11,4.98,193.29,9979.5,57.13,0.809
R00005085,M0015,2024-01-12T00:00:00,83.89,4.949,193.58,9984.34,62.53,0.806
R00005086,M0015,2024-01-12T06:00:00,85.91,4.811,184.51,9988.1,62.75,0.628
R00005087,M0015,2024-01-12T12:00:00,81.47,4.84,201.48,9992.07,62.06,0.662
R00005088,M0015,2024-01-12T18:00:00,80.99,5.021,194.28,9997.53,61.96,0.91
R00005089,M0015,2024-01-13T00:00:00,84.15,4.667,191.44,10001.7,58.24,0.695
R00005090,M0015,2024-01-13T06:00:00,82.96,4.729,191.46,10006.27,60.82,0.761
R00005091,M0015,2024-01-13T12:00:00,82.75,5.452,198.74,10011.71,65.59,0.907
R00005092,M0015,2024-01-13T18:00:00,77.04,4.784,190.77,10016.11,54.63,0.733
R00005093,M0015,2024-01-14T00:00:00,82.11,5.0,194.72,10019.1,62.57,0.498
R00005094,M0015,2024-01-14T06:00:00,83.69,4.613,195.58,10023.03,56.22,0.654
R00005095,M0015,2024-01-14T12:00:00,83.53,4.548,186.82,10027.38,61.5,0.726
R00005096,M0015,2024-01-14T18:00:00,79.25,4.632,192.43,10030.97,61.94,0.597
R00005097,M0015,2024-01-15T00:00:00,81.8,4.818,194.56,10035.89,59.22,0.821
R00005098,M0015,2024-01-15T06:00:00,82.91,4.638,191.41,10040.49,55.02,0.767
R00005099,M0015,2024-01-15T12:00:00,81.43,4.692,191.23,10045.68,57.44,0.865
R00005100,M0015,2024-01-15T18:00:00,80.88,4.867,192.3,10049.44,56.73,0.626
R00005101,M0015,2024-01-16T00:00:00,82.03,4.63,187.38,10052.76,57.62,0.554
R00005102,M0015,2024-01-16T06:00:00,80.72,4.996,194.1,10056.98,57.03,0.703
R00005103,M0015,2024-01-16T12:00:00,82.26,4.954,190.41,10061.76,59.93,0.796
R00005104,M0015,2024-01-16T18:00:00,79.22,4.993,187.35,10066.62,56.56,0.81
R00005105,M0015,2024-01-17T00:00:00,79.42,4.446,194.78,10069.93,55.8,0.553
R00005106,M0015,2024-01-17T06:00:00,80.51,4.915,193.77,10073.98,59.88,0.675
R00005107,M0015,2024-01-17T12:00:00,83.51,4.838,191.27,10078.14,58.61,0.694
R00005108,M0015,2024-01-17T18:00:00,81.05,5.306,198.08,10083.59,64.01,0.908
R00005109,M0015,2024-01-18T00:00:00,80.02,4.823,200.36,10087.87,59.64,0.713
R00005110,M0015,2024-01-18T06:00:00,83.8,4.541,188.06,10091.24,60.88,0.561
R00005111,M0015,2024-01-18T12:00:00,84.2,4.952,195.02,10095.97,58.34,0.788
R00005112,M0015,2024-01-18T18:00:00,82.56,5.063,188.14,10100.57,61.63,0.767
R00005113,M0015,2024-01-19T00:00:00,83.68,4.823,193.3,10105.0,60.97,0.738
R00005114,M0015,2024-01-19T06:00:00,80.59,5.548,194.11,10109.58,56.83,0.763
R00005115,M0015,2024-01-19T12:00:00,82.62,4.918,196.92,10114.23,58.98,0.775
R00005116,M0015,2024-01-19T18:00:00,79.64,4.965,196.22,10117.53,55.6,0.551
R00005117,M0015,2024-01-20T00:00:00,80.97,4.77,190.64,10122.39,60.15,0.81
R00005118,M0015,2024-01-20T06:00:00,84.43,4.696,191.69,10126.42,59.35,0.672
R00005119,M0015,2024-01-20T12:00:00,80.22,4.802,192.22,10130.96,59.26,0.757
R00005120,M0015,2024-01-20T18:00:00,80.89,4.685,190.11,10135.39,58.99,0.738
R00005121,M0015,2024-01-21T00:00:00,83.88,4.522,187.47,10139.5,57.57,0.686
R00005122,M0015,2024-01-21T06:00:00,84.72,4.725,192.01,10143.28,59.85,0.63
R00005123,M0015,2024-01-21T12:00:00,83.11,4.716,195.7,10147.67,58.64,0.73
R00005124,M0015,2024-01-21T18:00:00,80.65,5.029,196.77,10151.69,61.6,0.671
R00005125,M0015,2024-01-22T00:00:00,80.15,4.865,198.5,10156.24,54.3,0.758
R00005126,M0015,2024-01-22T06:00:00,83.07,5.348,194.18,10161.67,62.56,0.906
R00005127,M0015,2024-01-22T12:00:00,82.57,4.871,192.56,10167.67,58.34,1.0
R00005128,M0015,2024-01-22T18:00:00,78.76,4.951,192.03,10171.89,58.45,0.704
R00005129,M0015,2024-01-23T00:00:00,80.88,4.955,186.94,10175.74,62.15,0.641
R00005130,M0015,2024-01-23T06:00:00,83.43,4.93,198.55,10179.74,60.23,0.666
R00005131,M0015,2024-01-23T12:00:00,79.95,4.682,199.69,10183.72,56.52,0.664
R00005132,M0015,2024-01-23T18:00:00,78.32,4.975,193.51,10188.37,57.05,0.776
R00005133,M0015,2024-01-24T00:00:00,79.03,4.546,198.79,10192.65,55.15,0.712
R00005134,M0015,2024-01-24T06:00:00,78.15,4.902,186.65,10197.68,60.44,0.839
R00005135,M0015,2024-01-24T12:00:00,80.47,4.721,198.46,10202.7,61.33,0.837
R00005136,M0015,2024-01-24T18:00:00,75.9,4.821,195.67,10206.87,60.44,0.695
R00005137,M0015,2024-01-25T00:00:00,80.64,5.377,194.61,10211.27,56.64,0.734
R00005138,M0015,2024-01-25T06:00:00,85.13,4.556,196.03,10215.64,56.22,0.727
R00005139,M0015,2024-01-25T12:00:00,79.58,4.515,193.13,10219.13,57.8,0.582
R00005140,M0015,2024-01-25T18:00:00,80.07,4.86,192.5,10225.13,61.65,1.0
R00005141,M0015,2024-01-26T00:00:00,81.63,5.365,191.42,10230.32,62.43,0.865
R00005142,M0015,2024-01-26T06:00:00,82.07,4.872,184.04,10235.72,61.47,0.9
R00005143,M0015,2024-01-26T12:00:00,82.0,4.709,196.41,10239.43,59.88,0.619
R00005144,M0015,2024-01-26T18:00:00,79.29,4.573,188.93,10243.91,56.82,0.746
R00005145,M0015,2024-01-27T00:00:00,80.18,5.126,188.01,10248.16,51.83,0.708
R00005146,M0015,2024-01-27T06:00:00,83.93,5.454,193.75,10252.39,60.34,0.706
R00005147,M0015,2024-01-27T12:00:00,80.26,4.806,188.38,10256.06,57.58,0.611
R00005148,M0015,2024-01-27T18:00:00,78.71,4.925,194.96,10260.72,57.29,0.778
R00005149,M0015,2024-01-28T00:00:00,84.85,5.34,193.72,10266.72,67.43,1.0
R00005150,M0015,2024-01-28T06:00:00,83.02,4.886,194.73,10270.52,60.5,0.632
R00005151,M0015,2024-01-28T12:00:00,82.19,4.884,195.42,10275.44,58.57,0.821
R00005152,M0015,2024-01-28T18:00:00,82.13,4.633,199.18,10279.56,58.81,0.687
R00005153,M0015,2024-01-29T00:00:00,78.51,5.27,192.96,10283.9,53.31,0.722
R00005154,M0015,2024-01-29T06:00:00,84.01,4.955,197.53,10288.99,55.09,0.849
R00005155,M0015,2024-01-29T12:00:00,80.76,4.777,201.0,10292.96,57.31,0.661
R00005156,M0015,2024-01-29T18:00:00,84.85,4.584,195.3,10297.7,57.24,0.791
R00005157,M0015,2024-01-30T00:00:00,81.67,4.808,195.76,10303.44,59.91,0.956
R00005158,M0015,2024-01-30T06:00:00,83.65,5.119,201.41,10307.59,59.44,0.692
R00005159,M0015,2024-01-30T12:00:00,80.05,5.443,193.21,10311.73,61.21,0.691
R00005160,M0015,2024-01-30T18:00:00,84.08,4.69,189.53,10316.63,63.74,0.817
R00005161,M0015,2024-01-31T00:00:00,83.02,5.159,195.87,10321.67,63.65,0.839
R00005162,M0015,2024-01-31T06:00:00,85.18,4.748,192.1,10326.27,59.73,0.767
R00005163,M0015,2024-01-31T12:00:00,81.91,4.667,194.43,10330.45,59.13,0.697
R00005164,M0015,2024-01-31T18:00:00,80.4,4.758,192.23,10335.03,54.64,0.763
R00005165,M0015,2024-02-01T00:00:00,79.95,4.566,190.3,10339.39,53.13,0.727
R00005166,M0015,2024-02-01T06:00:00,84.47,5.247,193.1,10345.32,65.43,0.988
R00005167,M0015,2024-02-01T12:00:00,81.3,4.823,201.99,10349.0,57.37,0.613
R00005168,M0015,2024-02-01T18:00:00,81.17,4.624,195.82,10353.98,61.42,0.831
R00005169,M0015,2024-02-02T00:00:00,82.38,4.783,200.99,10358.86,58.4,0.814
R00005170,M0015,2024-02-02T06:00:00,80.51,4.737,188.14,10362.08,55.24,0.536
R00005171,M0015,2024-02-02T12:00:00,82.11,4.623,190.32,10366.5,60.58,0.737
R00005172,M0015,2024-02-02T18:00:00,82.91,4.885,192.26,10371.3,62.35,0.799
R00005173,M0015,2024-02-03T00:00:00,83.22,4.818,192.89,10375.92,59.69,0.77
R00005174,M0015,2024-02-03T06:00:00,81.97,5.281,190.37,10380.27,59.98,0.726
R00005175,M0015,2024-02-03T12:00:00,83.71,4.735,191.49,10385.43,59.6,0.859
R00005176,M0015,2024-02-03T18:00:00,75.71,4.997,197.49,10389.22,59.86,0.633
R00005177,M0015,2024-02-04T00:00:00,82.06,5.096,193.17,10394.16,61.04,0.823
R00005178,M0015,2024-02-04T06:00:00,85.17,5.038,201.23,10399.15,60.15,0.831
R00005179,M0015,2024-02-04T12:00:00,79.7,5.022,195.96,10405.15,60.67,1.0
R00005180,M0015,2024-02-04T18:00:00,78.95,5.297,190.89,10409.47,56.15,0.72
R00005181,M0015,2024-02-05T00:00:00,84.17,5.074,195.35,10415.03,58.22,0.926
R00005182,M0015,2024-02-05T06:00:00,80.98,4.634,195.68,10419.52,60.36,0.749
R00005183,M0015,2024-02-05T12:00:00,82.92,4.85,196.71,10423.9,60.62,0.73
R00005184,M0015,2024-02-05T18:00:00,80.32,4.853,192.71,10427.81,56.0,0.652
R00005185,M0015,2024-02-06T00:00:00,82.75,4.848,189.45,10432.37,60.37,0.76
R00005186,M0015,2024-02-06T06:00:00,87.65,4.847,189.25,10437.35,65.98,0.831
R00005187,M0015,2024-02-06T12:00:00,78.93,4.995,192.18,10442.49,60.18,0.856
R00005188,M0015,2024-02-06T18:00:00,78.26,4.606,180.26,10445.36,57.12,0.478
R00005189,M0015,2024-02-07T00:00:00,80.79,5.022,190.61,10450.37,53.53,0.835
R00005190,M0015,2024-02-07T06:00:00,83.68,4.94,196.53,10454.6,59.77,0.704
R00005191,M0015,2024-02-07T12:00:00,81.17,4.825,198.25,10459.21,57.77,0.769
R00005192,M0015,2024-02-07T18:00:00,81.67,4.755,200.16,10464.15,57.45,0.824
R00005193,M0015,2024-02-08T00:00:00,80.12,4.759,191.71,10468.31,56.22,0.694
R00005194,M0015,2024-02-08T06:00:00,87.58,4.803,189.39,10473.85,65.96,0.923
R00005195,M0015,2024-02-08T12:00:00,82.7,4.62,190.49,10478.6,58.14,0.792
R00005196,M0015,2024-02-08T18:00:00,79.55,4.753,193.77,10483.49,55.82,0.815
R00005197,M0015,2024-02-09T00:00:00,83.69,4.8,196.66,10489.0,56.62,0.918
R00005198,M0015,2024-02-09T06:00:00,80.61,4.542,193.92,10493.11,57.76,0.686
R00005199,M0015,2024-02-09T12:00:00,79.87,4.925,195.73,10498.33,59.31,0.87
R00005200,M0015,2024-02-09T18:00:00,81.14,4.966,193.58,10501.9,54.83,0.595
R00005201,M0015,2024-02-10T00:00:00,82.38,4.651,198.38,10506.45,58.51,0.758
R00005202,M0015,2024-02-10T06:00:00,86.1,4.824,198.47,10512.28,64.92,0.971
R00005203,M0015,2024-02-10T12:00:00,82.12,4.852,189.65,10517.31,54.29,0.839
R00005204,M0015,2024-02-10T18:00:00,79.35,4.674,197.18,10521.86,57.3,0.759
R00005205,M0015,2024-02-11T00:00:00,81.87,5.049,190.01,10527.55,61.73,0.948
R00005206,M0015,2024-02-11T06:00:00,83.19,5.016,199.95,10532.75,57.25,0.867
R00005207,M0015,2024-02-11T12:00:00,81.34,4.77,198.1,10537.86,60.0,0.851
R00005208,M0015,2024-02-11T18:00:00,82.09,4.617,206.85,10542.11,54.75,0.708
R00005209,M0015,2024-02-12T00:00:00,82.35,4.402,194.62,10545.41,54.96,0.551
R00005210,M0015,2024-02-12T06:00:00,84.31,4.737,194.05,10549.89,56.81,0.746
R00005211,M0015,2024-02-12T12:00:00,84.4,5.01,188.54,10554.59,62.88,0.783
R00005212,M0015,2024-02-12T18:00:00,80.53,4.446,190.37,10558.16,59.88,0.595
R00005213,M0015,2024-02-13T00:00:00,82.74,5.377,196.64,10563.21,58.39,0.842
R00005214,M0015,2024-02-13T06:00:00,83.38,5.187,191.96,10567.51,56.95,0.716
R00005215,M0015,2024-02-13T12:00:00,83.82,4.938,200.07,10572.92,64.22,0.902
R00005216,M0015,2024-02-13T18:00:00,77.0,4.758,191.34,10576.77,55.75,0.642
R00005217,M0015,2024-02-14T00:00:00,82.01,4.584,191.54,10580.47,54.86,0.617
R00005218,M0015,2024-02-14T06:00:00,84.67,5.04,186.19,10585.71,61.12,0.873
R00005219,M0015,2024-02-14T12:00:00,81.33,4.809,193.89,10589.67,58.16,0.661
R00005220,M0015,2024-02-14T18:00:00,77.26,4.86,197.39,10594.12,55.84,0.741
R00005221,M0015,2024-02-15T00:00:00,83.79,4.95,195.39,10599.31,59.52,0.865
R00005222,M0015,2024-02-15T06:00:00,84.5,5.273,197.71,10603.65,59.55,0.723
R00005223,M0015,2024-02-15T12:00:00,81.52,4.548,188.05,10608.04,58.39,0.731
R00005224,M0015,2024-02-15T18:00:00,76.78,5.05,197.05,10612.87,58.86,0.805
R00005225,M0015,2024-02-16T00:00:00,80.72,4.819,188.81,10617.51,58.15,0.773
R00005226,M0015,2024-02-16T06:00:00,82.43,4.788,194.84,10621.08,59.13,0.596
R00005227,M0015,2024-02-16T12:00:00,83.21,4.826,192.48,10625.15,57.73,0.677
R00005228,M0015,2024-02-16T18:00:00,81.44,5.063,194.09,10630.08,53.21,0.822
R00005229,M0015,2024-02-17T00:00:00,84.1,4.618,185.45,10634.23,60.04,0.693
R00005230,M0015,2024-02-17T06:00:00,82.71,4.844,190.36,10639.02,60.54,0.798
R00005231,M0015,2024-02-17T12:00:00,80.0,4.89,190.38,10643.5,61.2,0.746
R00005232,M0015,2024-02-17T18:00:00,80.61,5.159,197.76,10648.53,58.97,0.838
R00005233,M0015,2024-02-18T00:00:00,85.17,5.461,200.04,10653.47,64.56,0.823
R00005234,M0015,2024-02-18T06:00:00,83.52,5.497,192.41,10658.07,59.14,0.767
R00005235,M0015,2024-02-18T12:00:00,81.03,5.727,192.35,10662.86,57.47,0.799
R00005236,M0015,2024-02-18T18:00:00,80.79,6.245,192.77,10667.74,60.38,0.812
R00005237,M0015,2024-02-19T00:00:00,82.22,5.838,195.14,10671.58,60.38,0.64
R00005238,M0015,2024-02-19T06:00:00,86.67,6.602,190.89,10677.4,66.26,0.97
R00005239,M0015,2024-02-19T12:00:00,83.35,6.466,195.72,10681.17,59.96,0.628
R00005240,M0015,2024-02-19T18:00:00,82.38,6.706,193.33,10686.22,63.87,0.841
R00005241,M0015,2024-02-20T00:00:00,83.31,7.029,196.19,10690.21,63.14,0.666
R00005242,M0015,2024-02-20T06:00:00,84.35,6.951,187.48,10694.81,64.3,0.766
R00005243,M0015,2024-02-20T12:00:00,83.74,7.289,193.97,10699.7,67.19,0.815
R00005244,M0015,2024-02-20T18:00:00,82.27,7.888,204.17,10704.73,63.94,0.839
R00005245,M0015,2024-02-21T00:00:00,84.73,7.56,196.13,10709.01,64.97,0.713
R00005246,M0015,2024-02-21T06:00:00,84.87,7.74,185.9,10713.69,68.6,0.781
R00005247,M0015,2024-02-21T12:00:00,85.66,7.807,185.19,10718.75,64.67,0.844
R00005248,M0015,2024-02-21T18:00:00,80.28,8.342,189.18,10723.03,64.4,0.712
R00005249,M0015,2024-02-22T00:00:00,85.77,8.668,195.77,10727.5,66.99,0.745
R00005250,M0015,2024-02-22T06:00:00,84.52,8.998,191.33,10733.13,70.09,0.938
R00005251,M0015,2024-02-22T12:00:00,82.63,8.551,188.55,10737.68,63.28,0.759
R00005252,M0015,2024-02-22T18:00:00,83.47,9.208,191.1,10743.14,69.22,0.911
R00005253,M0015,2024-02-23T00:00:00,86.33,8.731,197.06,10747.73,68.96,0.765
R00005254,M0015,2024-02-23T06:00:00,87.21,8.732,189.21,10751.45,68.9,0.62
R00005255,M0015,2024-02-23T12:00:00,84.69,9.166,188.66,10756.5,64.48,0.841
R00005256,M0015,2024-02-23T18:00:00,84.47,9.311,198.33,10760.78,67.38,0.713
R00005257,M0015,2024-02-24T00:00:00,84.59,9.628,189.3,10765.09,68.18,0.718
R00005258,M0015,2024-02-24T06:00:00,85.84,9.436,192.21,10769.17,70.64,0.68
R00005259,M0015,2024-02-24T12:00:00,86.39,9.702,198.44,10773.6,68.8,0.739
R00005260,M0015,2024-02-24T18:00:00,84.86,9.896,194.75,10777.84,73.9,0.707
R00005261,M0015,2024-02-25T00:00:00,87.71,10.068,197.34,10781.63,71.56,0.632
R00005262,M0015,2024-02-25T06:00:00,87.73,10.293,190.9,10786.47,71.42,0.806
R00005263,M0015,2024-02-25T12:00:00,86.16,10.8,193.04,10790.79,73.88,0.72
R00005264,M0015,2024-02-25T18:00:00,84.89,11.472,191.76,10795.85,72.34,0.844
R00005265,M0015,2024-02-26T00:00:00,84.64,11.16,190.45,10799.34,67.33,0.58
R00005266,M0015,2024-02-26T06:00:00,89.31,11.199,192.76,10804.35,71.74,0.836
R00005267,M0015,2024-02-26T12:00:00,87.28,11.011,194.43,10808.67,70.95,0.72
R00005268,M0015,2024-02-26T18:00:00,85.03,11.456,194.03,10813.39,71.45,0.787
R00005269,M0015,2024-02-27T00:00:00,88.56,11.572,187.45,10818.24,72.04,0.808
R00005270,M0015,2024-02-27T06:00:00,81.76,4.676,196.08,10822.26,59.57,0.67
R00005271,M0015,2024-02-27T12:00:00,82.45,4.62,192.62,10826.42,60.82,0.693
R00005272,M0015,2024-02-27T18:00:00,79.59,4.852,188.73,10830.42,54.64,0.667
R00005273,M0015,2024-02-28T00:00:00,81.24,4.561,191.23,10834.21,56.86,0.632
R00005274,M0015,2024-02-28T06:00:00,82.64,5.133,191.47,10839.82,60.47,0.935
R00005275,M0015,2024-02-28T12:00:00,83.06,4.918,193.16,10844.6,58.89,0.797
R00005276,M0015,2024-02-28T18:00:00,76.16,4.708,196.19,10850.12,60.99,0.92
R00005277,M0015,2024-02-29T00:00:00,79.98,4.871,184.83,10853.46,56.72,0.557
R00005278,M0015,2024-02-29T06:00:00,86.05,4.801,196.39,10858.45,60.53,0.832
R00005279,M0015,2024-02-29T12:00:00,84.0,4.659,197.7,10863.26,57.12,0.801
R00005280,M0015,2024-02-29T18:00:00,82.05,4.925,189.19,10868.13,58.96,0.812
R00005281,M0015,2024-03-01T00:00:00,82.64,4.609,198.82,10872.77,56.15,0.773
R00005282,M0015,2024-03-01T06:00:00,80.49,4.738,195.02,10877.05,64.93,0.714
R00005283,M0015,2024-03-01T12:00:00,82.88,4.722,192.82,10882.17,59.85,0.853
R00005284,M0015,2024-03-01T18:00:00,76.73,4.635,193.75,10886.79,60.1,0.77
R00005285,M0015,2024-03-02T00:00:00,80.32,4.624,193.29,10891.15,57.41,0.726
R00005286,M0015,2024-03-02T06:00:00,82.46,4.632,191.17,10894.74,59.51,0.599
R00005287,M0015,2024-03-02T12:00:00,80.92,4.672,191.5,10898.74,63.2,0.666
R00005288,M0015,2024-03-02T18:00:00,77.94,4.858,189.77,10903.34,55.58,0.767
R00005289,M0015,2024-03-03T00:00:00,80.14,4.705,197.93,10908.14,57.03,0.799
