reading_id,machine_id,timestamp,current_temperature,current_vibration,current_pressure,current_runtime_hours,current_energy_consumption,current_operating_load,machine_type,site_id,manufacturer,expected_lifetime_years,criticality,temperature_delta_from_machine_baseline,vibration_delta_from_machine_baseline,pressure_delta_from_machine_baseline,temperature_pressure_ratio,vibration_load_ratio,energy_per_runtime_hour,machine_age_days,estimated_lifetime_used_ratio,temperature_rolling_mean,temperature_rolling_max,temperature_rolling_min,temperature_rolling_std,vibration_rolling_mean,vibration_rolling_max,vibration_rolling_std,pressure_rolling_mean,pressure_rolling_min,pressure_rolling_std,operating_load_rolling_mean,energy_consumption_rolling_mean,temperature_rolling_mean_72h,temperature_rolling_max_72h,temperature_rolling_min_72h,temperature_rolling_std_72h,vibration_rolling_mean_72h,vibration_rolling_max_72h,vibration_rolling_std_72h,pressure_rolling_mean_72h,pressure_rolling_min_72h,pressure_rolling_std_72h,operating_load_rolling_mean_72h,energy_consumption_rolling_mean_72h,last_maintenance_type,cumulative_maintenance_count,cumulative_maintenance_cost,cumulative_downtime_hours,average_risk_reduction_score,days_since_last_maintenance,recent_maintenance_flag,failure_within_label_window
R00002344,M0007,2024-02-15 18:00:00,95.01,6.069,167.67,2757.73,67.85,1.0,generator,site_east,KineticForge,14,medium,6.210000000000008,1.2690000000000001,5.439999999999998,0.566648774378243,6.069,0.024603568877301255,4860,0.950425344675858,93.1925,95.01,89.82,2.301874236356111,5.7945,6.069,0.19982408930523296,167.0,163.47,2.6807834675704707,0.8027500000000001,64.8125,93.13083333333333,95.82,89.82,1.6866667415259646,5.647666666666667,6.069,0.1938604621573959,169.33916666666667,163.47,4.910233207447055,0.7564166666666666,65.1725,none,0.0,0.0,0.0,0.0,-1.0,0,0
R00002345,M0007,2024-02-16 00:00:00,90.48,5.574,172.95,2762.0,65.35,0.71,generator,site_east,KineticForge,14,medium,1.6800000000000068,0.774,10.719999999999999,0.5231569817866436,7.850704225352112,0.023660391020999275,4861,0.9506209054463675,93.3575,95.01,90.48,1.9808142265240443,5.7345,6.069,0.226295529488909,168.5075,163.47,3.994399203885367,0.8245,65.24,93.04916666666666,95.82,89.82,1.7951574169178734,5.65775,6.069,0.1857936905671067,169.68916666666667,163.47,5.013031125038703,0.7519166666666667,65.3425,none,0.0,0.0,0.0,0.0,-1.0,0,0
R00002346,M0007,2024-02-16 06:00:00,93.88,5.617,165.61,2766.16,65.17,0.693,generator,site_east,KineticForge,14,medium,5.079999999999998,0.8170000000000002,3.380000000000024,0.5668739810397923,8.105339105339105,0.023559736240853748,4861,0.9506209054463675,93.35249999999999,95.01,90.48,1.9790128010365955,5.72175,6.069,0.23263902653395377,167.425,163.47,4.0629176708369785,0.81275,65.2475,93.13,95.82,89.82,1.8100979380836435,5.665333333333334,6.069,0.18174024087008211,169.63666666666666,163.47,5.055555599955672,0.7596666666666666,65.5,none,0.0,0.0,0.0,0.0,-1.0,0,0
R00002347,M0007,2024-02-16 12:00:00,94.11,5.564,166.5,2771.22,64.6,0.844,generator,site_east,KineticForge,14,medium,5.310000000000002,0.7640000000000002,4.27000000000001,0.5652252252252252,6.592417061611375,0.023311032685965027,4861,0.9506209054463675,93.37,95.01,90.48,1.9874103753377272,5.7059999999999995,6.069,0.24308983250367672,168.1825,165.61,3.2883772593788256,0.81175,65.74249999999999,93.33916666666669,95.82,89.82,1.7615977166060537,5.641416666666667,6.069,0.1737963585418998,169.88833333333332,163.47,4.789374286961382,0.7718333333333333,65.38250000000001,none,0.0,0.0,0.0,0.0,-1.0,0,0
R00002348,M0007,2024-02-16 18:00:00,88.06,5.38,170.73,2775.27,59.15,0.675,generator,site_east,KineticForge,14,medium,-0.7399999999999949,0.5800000000000001,8.5,0.5157851578515785,7.97037037037037,0.021313241594511523,4861,0.9506209054463675,91.63250000000001,94.11,88.06,2.902887929861044,5.53375,5.617,0.1050472116082353,168.9475,165.61,3.479773699538555,0.7304999999999999,63.567499999999995,93.02416666666666,95.82,88.06,2.3074364300643193,5.61475,6.069,0.1879628227263921,170.17166666666665,163.47,4.72439670671559,0.761,64.9075,none,0.0,0.0,0.0,0.0,-1.0,0,0
R00002349,M0007,2024-02-17 00:00:00,94.7,6.107,167.84,2780.25,70.37,0.83,generator,site_east,KineticForge,14,medium,5.900000000000006,1.3070000000000004,5.610000000000014,0.5642278360343184,7.3578313253012055,0.025310673500584482,4862,0.9508164662168769,92.6875,94.7,88.06,3.1042699087976464,5.667,6.107,0.3104179977600079,167.67000000000002,165.61,2.2364406244446,0.7605,64.82249999999999,93.12833333333333,95.82,88.06,2.3561094022034763,5.660833333333334,6.107,0.2338930732128893,169.45583333333332,163.47,4.323719901644814,0.76825,65.31,none,0.0,0.0,0.0,0.0,-1.0,0,0
R00002350,M0007,2024-02-17 06:00:00,92.15,5.719,166.27,2785.42,66.75,0.861,generator,site_east,KineticForge,14,medium,3.3500000000000085,0.9190000000000005,4.0400000000000205,0.5542190413183377,6.642276422764228,0.023964070050477126,4862,0.9508164662168769,92.25500000000001,94.7,88.06,3.0015607051443145,5.692500000000001,6.107,0.30912834443533693,167.835,166.27,2.0504064637691353,0.8025000000000001,65.2175,92.8225,95.01,88.06,2.2085253204138624,5.692166666666666,6.107,0.21156337255314497,168.76250000000002,163.47,4.0861342589076335,0.7908333333333332,65.21416666666666,none,0.0,0.0,0.0,0.0,-1.0,0,0
R00002351,M0007,2024-02-17 12:00:00,92.69,5.567,168.03,2789.76,63.38,0.724,generator,site_east,KineticForge,14,medium,3.8900000000000006,0.7670000000000003,5.800000000000011,0.5516276855323454,7.689226519337017,0.022718800183528332,4862,0.9508164662168769,91.9,94.7,88.06,2.7852109435372525,5.693250000000001,6.107,0.308716023771576,168.2175,166.27,1.851402621437723,0.7725,64.91250000000001,92.70333333333333,95.01,88.06,2.1704014431073504,5.689166666666666,6.107,0.21319169066757077,168.74833333333333,163.47,4.08855572039667,0.7891666666666666,64.93249999999999,none,0.0,0.0,0.0,0.0,-1.0,0,0
R00002352,M0007,2024-02-17 18:00:00,89.27,5.592,169.1,2794.41,60.04,0.775,generator,site_east,KineticForge,14,medium,0.46999999999999886,0.7919999999999998,6.8700000000000045,0.5279124778237729,7.215483870967741,0.02148575191185259,4862,0.9508164662168769,92.2025,94.7,89.27,2.2418351857350647,5.74625,6.107,0.24953740534570287,167.81,166.27,1.1669047376141177,0.7975000000000001,65.135,92.34250000000002,95.01,88.06,2.3594765405603284,5.6915000000000004,6.107,0.21184621351777422,167.91916666666665,163.47,2.5159182611861373,0.7769166666666667,64.505,none,0.0,0.0,0.0,0.0,-1.0,0,0
R00002353,M0007,2024-02-18 00:00:00,93.5,5.584,172.41,2799.87,66.56,0.909,generator,site_east,KineticForge,14,medium,4.700000000000003,0.7839999999999998,10.180000000000007,0.542311930862479,6.143014301430142,0.02377253229614232,4863,0.9510120269873863,91.9025,93.5,89.27,1.8406045202594914,5.6155,5.719,0.06978299697394395,168.9525,166.27,2.58346505040554,0.81725,64.1825,92.64916666666666,95.01,88.06,2.2378295423481425,5.6723333333333334,6.107,0.2101533350732852,168.37666666666667,163.47,2.8007444897687446,0.80075,64.74833333333333,none,0.0,0.0,0.0,0.0,-1.0,0,0
R00002354,M0007,2024-02-18 06:00:00,95.21,5.905,170.12,2805.44,68.32,0.928,generator,site_east,KineticForge,14,medium,6.409999999999997,1.1050000000000004,7.890000000000015,0.5596637667528803,6.363146551724138,0.02435268620964982,4863,0.9510120269873863,92.66749999999999,95.21,89.27,2.496722852060253,5.662,5.905,0.16233504448105351,169.91500000000002,168.03,1.869447333661512,0.8340000000000001,64.575,92.75833333333333,95.21,88.06,2.334269725527708,5.692083333333334,6.107,0.2205865974389586,168.39166666666665,163.47,2.8103439884351578,0.8164166666666666,65.01333333333334,none,0.0,0.0,0.0,0.0,-1.0,0,0
R00002355,M0007,2024-02-18 12:00:00,95.55,5.728,167.3,2810.51,65.32,0.844,generator,site_east,KineticForge,14,medium,6.75,0.9279999999999999,5.070000000000022,0.5711297071129706,6.786729857819905,0.02324133342347118,4863,0.9510120269873863,93.3825,95.55,89.27,2.884688024726432,5.702249999999999,5.905,0.15045348118271992,169.73250000000002,167.3,2.1320002345217226,0.8640000000000001,65.06,92.88416666666667,95.55,88.06,2.4475904972900007,5.700500000000001,6.107,0.21980301098111424,168.71083333333334,165.61,2.386036875175518,0.8160833333333334,65.23833333333333,none,0.0,0.0,0.0,0.0,-1.0,0,0
R00002356,M0007,2024-02-18 18:00:00,90.08,5.804,160.5,2815.27,61.0,0.795,generator,site_east,KineticForge,14,medium,1.2800000000000011,1.0040000000000004,-1.7299999999999898,0.5612461059190031,7.30062893081761,0.021667548760864856,4863,0.9510120269873863,93.585,95.55,90.08,2.5029382733100185,5.75525,5.905,0.13524145074643032,167.58249999999998,160.5,5.163502525740911,0.8690000000000001,65.3,92.47333333333334,95.55,88.06,2.4719603311517515,5.678416666666666,6.107,0.19081521681903987,168.11333333333334,160.5,3.366617761421003,0.799,64.6675,none,0.0,0.0,0.0,0.0,-1.0,0,0
R00002357,M0007,2024-02-19 00:00:00,93.18,6.266,171.76,2821.27,67.31,1.0,generator,site_east,KineticForge,14,medium,4.38000000000001,1.4660000000000002,9.530000000000001,0.5425011644154635,6.266,0.02385804974355521,4864,0.9512075877578957,93.505,95.55,90.08,2.51165947798133,5.92575,6.266,0.2381377402541076,167.42000000000002,160.5,4.967440655575664,0.89175,65.4875,92.69833333333334,95.55,88.06,2.3957342140234297,5.736083333333333,6.266,0.25135286978969495,168.01416666666668,160.5,3.2257781537126644,0.8231666666666667,64.83083333333333,none,0.0,0.0,0.0,0.0,-1.0,0,0
R00002358,M0007,2024-02-19 06:00:00,94.1,5.97,173.23,2825.08,66.02,0.635,generator,site_east,KineticForge,14,medium,5.299999999999997,1.17,11.0,0.5432084511920569,9.401574803149606,0.0233692497203619,4864,0.9512075877578957,93.2275,95.55,90.08,2.314035076081038,5.942,6.266,0.23846732830026468,168.1975,160.5,5.717647389151097,0.8185,64.9125,92.71666666666665,95.55,88.06,2.406416926520104,5.7655,6.266,0.25674766529875953,168.64916666666667,160.5,3.4515910911645378,0.8183333333333334,64.90166666666666,none,0.0,0.0,0.0,0.0,-1.0,0,0
R00002359,M0007,2024-02-19 12:00:00,90.88,5.637,172.48,2829.12,67.11,0.674,generator,site_east,KineticForge,14,medium,2.0799999999999983,0.8369999999999997,10.25,0.5269016697588126,8.363501483679524,0.02372115710892433,4864,0.9512075877578957,92.06,94.1,90.08,1.8911019715145934,5.91925,6.266,0.26817826782446935,169.4925,160.5,6.024966804887842,0.776,65.36,92.44749999999999,95.55,88.06,2.417019671187862,5.771583333333333,6.266,0.25236678153878067,169.1475,160.5,3.5435552896645404,0.8041666666666667,65.11083333333333,none,0.0,0.0,0.0,0.0,-1.0,0,0
R00002360,M0007,2024-02-19 18:00:00,91.0,5.999,165.08,2834.05,65.24,0.822,generator,site_east,KineticForge,14,medium,2.200000000000003,1.1989999999999998,2.8500000000000227,0.5512478798158468,7.298053527980535,0.02302005963197544,4864,0.9512075877578957,92.29,94.1,90.88,1.604202813445497,5.968,6.266,0.2577660437942381,170.6375,165.08,3.7532952188711453,0.7827500000000001,66.41999999999999,92.6925,95.55,89.27,2.0535252394579793,5.823166666666666,6.266,0.22704218003523446,168.67666666666668,160.5,3.686642555677682,0.8164166666666667,65.61833333333333,none,0.0,0.0,0.0,0.0,-1.0,0,0
R00002361,M0007,2024-02-20 00:00:00,92.01,5.703,166.33,2839.16,68.14,0.851,generator,site_east,KineticForge,14,medium,3.210000000000008,0.9030000000000005,4.100000000000023,0.553177418385138,6.701527614571093,0.024000056354696462,4865,0.9514031485284052,91.9975,94.1,90.88,1.4904669290750325,5.82725,5.999,0.1839463236925355,169.28,165.08,4.170731350734554,0.7455,66.6275,92.46833333333332,95.55,89.27,1.9591131264999069,5.7895,6.266,0.21047716352050305,168.55083333333334,160.5,3.743133005514231,0.8181666666666666,65.43249999999999,none,0.0,0.0,0.0,0.0,-1.0,0,0
R00002362,M0007,2024-02-20 06:00:00,96.3,5.694,167.95,2845.16,67.7,1.0,generator,site_east,KineticForge,14,medium,7.5,0.8940000000000001,5.719999999999999,0.573384935992855,5.694,0.023794795371789287,4865,0.9514031485284052,92.5475,96.3,90.88,2.552480819385949,5.758249999999999,5.999,0.16313874463167483,167.95999999999998,165.08,3.234285083291085,0.83675,67.0475,92.81416666666667,96.3,89.27,2.243465089111188,5.787416666666666,6.266,0.21136029485791427,168.69083333333333,160.5,3.6809718537200373,0.8297500000000001,65.51166666666667,none,0.0,0.0,0.0,0.0,-1.0,0,0
R00002363,M0007,2024-02-20 12:00:00,92.7,5.536,166.61,2849.6,64.2,0.739,generator,site_east,KineticForge,14,medium,3.9000000000000057,0.7359999999999998,4.380000000000024,0.5563891723185883,7.491204330175913,0.022529477821448627,4865,0.9514031485284052,93.0025,96.3,91.0,2.306517938365091,5.7330000000000005,5.999,0.19320628009116428,166.4925,165.08,1.1775221158566946,0.853,66.32,92.815,96.3,89.27,2.243416631350103,5.784833333333332,6.266,0.21446586222661707,168.5725,160.5,3.7266878421364438,0.8310000000000001,65.58,none,0.0,0.0,0.0,0.0,-1.0,0,0
R00002364,M0007,2024-02-20 18:00:00,90.75,5.578,171.36,2854.27,60.33,0.78,generator,site_east,KineticForge,14,medium,1.9500000000000028,0.7780000000000005,9.130000000000024,0.5295868347338936,7.151282051282052,0.021136753005146676,4865,0.9514031485284052,92.94,96.3,90.75,2.3810501884672512,5.62775,5.703,0.08355586953249812,168.0625,166.33,2.3092188433897007,0.8425,65.0925,92.93833333333333,96.3,90.08,2.0643459599651233,5.783666666666666,6.266,0.2156450506707448,168.76083333333335,160.5,3.811901120374912,0.8314166666666667,65.60416666666667,none,0.0,0.0,0.0,0.0,-1.0,0,0
R00002365,M0007,2024-02-21 00:00:00,94.38,5.792,172.77,2860.11,65.45,0.973,generator,site_east,KineticForge,14,medium,5.579999999999998,0.992,10.54000000000002,0.54627539503386,5.9527235354573484,0.02288373524095227,4866,0.9515987092989147,93.5325,96.3,90.75,2.3673244391084425,5.6499999999999995,5.792,0.11587349423688419,169.6725,166.61,2.8744898098040372,0.873,64.42,93.01166666666666,96.3,90.08,2.1014100605127832,5.800999999999999,6.266,0.20629370060448074,168.79083333333332,160.5,3.844508381701108,0.83675,65.51166666666667,none,0.0,0.0,0.0,0.0,-1.0,0,0
R00002366,M0007,2024-02-21 06:00:00,92.69,5.446,170.48,2864.31,63.0,0.699,generator,site_east,KineticForge,14,medium,3.8900000000000006,0.6459999999999999,8.25,0.543700140778977,7.791130185979972,0.021994825979031598,4866,0.9515987092989147,92.63,94.38,90.75,1.4838463532319741,5.588,5.792,0.14672423112764443,170.305,166.61,2.637732612175533,0.79775,63.245000000000005,92.80166666666666,96.3,90.08,1.9844112171593709,5.7627500000000005,6.266,0.22679190501827523,168.82083333333335,160.5,3.857206851721861,0.8176666666666668,65.06833333333334,none,0.0,0.0,0.0,0.0,-1.0,0,0
R00002367,M0007,2024-02-21 12:00:00,89.54,5.628,173.6,2869.51,63.71,0.867,generator,site_east,KineticForge,14,medium,0.7400000000000091,0.8280000000000003,11.370000000000005,0.5157834101382489,6.491349480968858,0.022202396924910522,4866,0.9515987092989147,91.84,94.38,89.54,2.1332447898290794,5.611000000000001,5.792,0.14301981214735643,172.0525,170.48,1.3978405965401395,0.82975,63.1225,92.30083333333333,96.3,89.54,1.9861312706471288,5.754416666666667,6.266,0.2299993906447795,169.34583333333333,160.5,4.0550584758329595,0.8195833333333332,64.93416666666667,none,0.0,0.0,0.0,0.0,-1.0,0,0
R00002368,M0007,2024-02-21 18:00:00,89.78,6.427,164.06,2873.76,67.04,0.709,generator,site_east,KineticForge,14,medium,0.980000000000004,1.6269999999999998,1.8300000000000125,0.5472388150676581,9.06488011283498,0.02332832247647681,4866,0.9515987092989147,91.5975,94.38,89.54,2.34325094686837,5.82325,6.427,0.42658752521219595,170.2275,164.06,4.318173803820435,0.8119999999999999,64.80000000000001,92.27583333333332,96.3,89.54,2.018255134485909,5.806333333333334,6.427,0.301430327645117,169.6425,164.06,3.4313213065947985,0.8124166666666666,65.4375,none,0.0,0.0,0.0,0.0,-1.0,0,0
R00002369,M0007,2024-02-22 00:00:00,92.06,6.205,161.92,2878.18,68.01,0.736,generator,site_east,KineticForge,14,medium,3.260000000000005,1.4050000000000002,-0.3100000000000023,0.5685523715415021,8.43070652173913,0.02362951587461521,4867,0.9517942700694241,91.0175,92.69,89.54,1.5914851554442357,5.9265,6.427,0.46477413869534495,167.515,161.92,5.448531912359435,0.75275,65.44000000000001,92.1825,96.3,89.54,1.9984408695507696,5.80125,6.427,0.293380647871421,168.8225,161.92,4.006789975665219,0.7904166666666667,65.49583333333334,none,0.0,0.0,0.0,0.0,-1.0,0,0
R00002370,M0007,2024-02-22 06:00:00,93.17,5.715,169.06,2883.39,63.25,0.868,generator,site_east,KineticForge,14,medium,4.3700000000000045,0.915,6.8300000000000125,0.5511061161717733,6.5841013824884795,0.021935985073125733,4867,0.9517942700694241,91.1375,93.17,89.54,1.7679437208235438,5.9937499999999995,6.427,0.384623950545638,167.16,161.92,5.232946907176898,0.795,65.50250000000001,92.105,96.3,89.54,1.9343239363945752,5.78,6.427,0.28925264200883466,168.475,161.92,3.7632106698210324,0.8098333333333333,65.265,none,0.0,0.0,0.0,0.0,-1.0,0,0
R00002371,M0007,2024-02-22 12:00:00,91.72,5.464,169.12,2886.86,65.09,0.58,generator,site_east,KineticForge,14,medium,2.9200000000000017,0.6640000000000006,6.890000000000015,0.5423368022705771,9.420689655172415,0.022546988769805255,4867,0.9517942700694241,91.6825,93.17,89.78,1.4113911576878833,5.95275,6.427,0.44118958509919515,166.04,161.92,3.6286636658690474,0.72325,65.84750000000001,92.175,96.3,89.54,1.9008730051789648,5.765583333333333,6.427,0.30109661944702126,168.19500000000002,161.92,3.557508065537436,0.802,65.09666666666668,none,0.0,0.0,0.0,0.0,-1.0,0,0
R00002372,M0007,2024-02-22 18:00:00,90.56,5.397,166.93,2890.64,62.45,0.629,generator,site_east,KineticForge,14,medium,1.7600000000000051,0.5970000000000004,4.700000000000017,0.5425028455041035,8.580286168521463,0.021604212215979853,4867,0.9517942700694241,91.8775,93.17,90.56,1.0746278425574078,5.69525,6.205,0.3663626391068454,166.7575,161.92,3.382014931959749,0.7032499999999999,64.7,92.13833333333334,96.3,89.54,1.929624708369851,5.715416666666666,6.427,0.308724784272728,168.34916666666666,161.92,3.4486662990820887,0.7859166666666666,64.86416666666668,none,0.0,0.0,0.0,0.0,-1.0,0,0
R00002373,M0007,2024-02-23 00:00:00,87.67,5.789,169.3,2895.0,59.76,0.727,generator,site_east,KineticForge,14,medium,-1.1299999999999955,0.9889999999999999,7.070000000000022,0.5178381571175428,7.962861072902339,0.020642487046632123,4868,0.9519898308399335,90.78,93.17,87.67,2.3321092027031303,5.5912500000000005,5.789,0.19003925033178162,168.60250000000002,166.93,1.1196539644014705,0.7010000000000001,62.6375,91.77666666666666,96.3,87.67,2.32257432930603,5.722583333333334,6.427,0.30940777986732054,168.59666666666666,161.92,3.3967667335901357,0.7755833333333334,64.16583333333334,none,0.0,0.0,0.0,0.0,-1.0,0,0
R00002374,M0007,2024-02-23 06:00:00,94.53,5.628,166.13,2900.11,67.22,0.852,generator,site_east,KineticForge,14,medium,5.730000000000004,0.8280000000000003,3.9000000000000057,0.5690122193462951,6.605633802816902,0.023178431162955888,4868,0.9519898308399335,91.12,94.53,87.67,2.8404342391025437,5.569500000000001,5.789,0.17558378816583692,167.87,166.13,1.5830982281587604,0.697,63.63,91.62916666666666,94.53,87.67,2.0493256466604852,5.717083333333334,6.427,0.3105465733870272,168.445,161.92,3.468147265406386,0.7632499999999999,64.12583333333333,none,0.0,0.0,0.0,0.0,-1.0,0,0
R00002375,M0007,2024-02-23 12:00:00,90.85,5.766,167.25,2904.39,63.79,0.712,generator,site_east,KineticForge,14,medium,2.049999999999997,0.9660000000000002,5.02000000000001,0.5431988041853513,8.098314606741573,0.021963303826276776,4868,0.9519898308399335,90.90249999999999,94.53,87.67,2.812346292095977,5.645,5.789,0.1799722200785419,167.4025,166.13,1.3498487569597253,0.73,63.305,91.47500000000001,94.53,87.67,2.0309491735280636,5.736249999999999,6.427,0.305409449457907,168.49833333333333,161.92,3.4421870250106785,0.761,64.09166666666667,none,0.0,0.0,0.0,0.0,-1.0,0,0
R00002376,M0007,2024-02-23 18:00:00,90.68,5.665,170.4,2909.64,61.43,0.876,generator,site_east,KineticForge,14,medium,1.8800000000000097,0.8650000000000002,8.170000000000016,0.5321596244131456,6.46689497716895,0.02111257750099669,4868,0.9519898308399335,90.93249999999999,94.53,87.67,2.8081117617833513,5.712,5.789,0.07769598874244447,168.27,166.13,1.9337183524666575,0.79175,63.05,91.46916666666668,94.53,87.67,2.0333199825691306,5.7435,6.427,0.30232838858673955,168.41833333333332,161.92,3.3802308510012953,0.769,64.18333333333334,none,0.0,0.0,0.0,0.0,-1.0,0,0
R00002377,M0007,2024-02-24 00:00:00,92.05,5.759,170.9,2914.59,66.02,0.824,generator,site_east,KineticForge,14,medium,3.25,0.9590000000000005,8.670000000000016,0.5386190754827385,6.989077669902914,0.022651556479642072,4869,0.9521853916104429,92.0275,94.53,90.68,1.7762577703324158,5.7044999999999995,5.766,0.06871438471430895,168.67000000000002,166.13,2.340498522395029,0.816,64.615,91.27499999999999,94.53,87.67,1.8313010774756238,5.740749999999999,6.427,0.3019970273785068,168.26250000000002,161.92,3.1996565866866993,0.7565833333333333,64.23083333333334,none,0.0,0.0,0.0,0.0,-1.0,0,0
R00002378,M0007,2024-02-24 06:00:00,93.85,5.711,167.08,2918.33,59.95,0.623,generator,site_east,KineticForge,14,medium,5.049999999999997,0.9110000000000005,4.850000000000023,0.5617069667225281,9.1669341894061,0.02054257057974938,4869,0.9521853916104429,91.85749999999999,93.85,90.68,1.4615830458785313,5.72525,5.766,0.04702038564990813,168.9075,167.08,2.0235838669713697,0.75875,62.7975,91.37166666666667,94.53,87.67,1.9401632233740267,5.762833333333333,6.427,0.28784144414885254,167.97916666666666,161.92,3.135333702214597,0.7502499999999999,63.97666666666667,none,0.0,0.0,0.0,0.0,-1.0,0,0
R00002379,M0007,2024-02-24 12:00:00,94.29,5.434,165.93,2922.11,62.63,0.631,generator,site_east,KineticForge,14,medium,5.490000000000009,0.6340000000000003,3.700000000000017,0.5682516723919725,8.611727416798733,0.021433142489502448,4869,0.9521853916104429,92.7175,94.29,90.68,1.6685597581946117,5.642250000000001,5.759,0.14404021429216496,168.57750000000001,165.93,2.4472620755992978,0.7385,62.5075,91.7675,94.53,87.67,2.015576276719034,5.746666666666667,6.427,0.30123905738959167,167.34,161.92,2.6256843263839524,0.7305833333333333,63.88666666666666,none,0.0,0.0,0.0,0.0,-1.0,0,0
R00002380,M0007,2024-02-24 18:00:00,91.08,5.465,173.55,2926.2,63.11,0.681,generator,site_east,KineticForge,14,medium,2.280000000000001,0.665,11.320000000000022,0.5248055315471045,8.02496328928047,0.021567220285694758,4869,0.9521853916104429,92.8175,94.29,91.08,1.5102179754370437,5.592250000000001,5.759,0.16647597424253024,169.365,165.93,3.5067031050071904,0.68975,62.9275,91.87583333333333,94.53,87.67,1.9322547278589313,5.6665,6.205,0.22106292810378256,168.13083333333336,161.92,2.956304383188737,0.7282500000000001,63.55916666666667,none,0.0,0.0,0.0,0.0,-1.0,0,0
R00002381,M0007,2024-02-25 00:00:00,90.88,5.571,169.35,2931.03,63.45,0.806,generator,site_east,KineticForge,14,medium,2.0799999999999983,0.7709999999999999,7.1200000000000045,0.5366400944788898,6.911910669975185,0.021647680167040256,4870,0.9523809523809523,92.525,94.29,90.88,1.7948908973341762,5.545249999999999,5.711,0.12510362371516792,168.97750000000002,165.93,3.3632461997302796,0.68525,62.285,91.77749999999999,94.53,87.67,1.951955313385628,5.613666666666667,5.789,0.14244573661148208,168.75,165.93,2.224830943526533,0.7340833333333333,63.17916666666667,none,0.0,0.0,0.0,0.0,-1.0,0,0
R00002382,M0007,2024-02-25 06:00:00,95.26,5.927,168.75,2935.51,68.82,0.747,generator,site_east,KineticForge,14,medium,6.460000000000008,1.1269999999999998,6.52000000000001,0.5645037037037037,7.934404283801873,0.02344396714710561,4870,0.9523809523809523,92.8775,95.26,90.88,2.228039122935953,5.59925,5.927,0.22623641764018926,169.39499999999998,165.93,3.1458067327794343,0.71625,64.5025,91.95166666666667,95.26,87.67,2.168706498996063,5.631333333333334,5.927,0.16715878859952435,168.72416666666666,165.93,2.222702934117325,0.7240000000000001,63.64333333333334,none,0.0,0.0,0.0,0.0,-1.0,0,0
R00002383,M0007,2024-02-25 12:00:00,95.42,5.708,168.39,2940.72,66.27,0.868,generator,site_east,KineticForge,14,medium,6.6200000000000045,0.9080000000000004,6.159999999999997,0.5666607280717383,6.5760368663594475,0.02253529747816861,4870,0.9523809523809523,93.16,95.42,90.88,2.519417922192868,5.66775,5.927,0.19941476876099082,170.01,168.39,2.392989761783524,0.7755000000000001,65.4125,92.25999999999999,95.42,87.67,2.3850100056965533,5.651666666666667,5.927,0.1596241798346313,168.66333333333333,165.93,2.2208734290542558,0.7480000000000001,63.74166666666667,none,0.0,0.0,0.0,0.0,-1.0,0,0
R00002384,M0007,2024-02-25 18:00:00,93.08,5.532,172.44,2945.89,64.17,0.86,generator,site_east,KineticForge,14,medium,4.280000000000001,0.7320000000000002,10.210000000000008,0.5397819531431223,6.432558139534883,0.021782890739301196,4870,0.9523809523809523,93.66,95.42,90.88,2.1387223600396212,5.6845,5.927,0.1784161801332288,169.7325,168.39,1.8479245114453677,0.82025,65.6775,92.47000000000001,95.42,87.67,2.332072819695737,5.662916666666667,5.927,0.14404068764404615,169.12250000000003,165.93,2.3928648672099686,0.7672500000000001,63.885,none,0.0,0.0,0.0,0.0,-1.0,0,0
R00002385,M0007,2024-02-26 00:00:00,95.46,5.755,169.92,2951.27,68.44,0.897,generator,site_east,KineticForge,14,medium,6.659999999999997,0.9550000000000001,7.689999999999998,0.5617937853107344,6.415830546265329,0.023190016501370595,4871,0.9525765131514619,94.80499999999999,95.46,93.08,1.153241807543897,5.7305,5.927,0.16239971264342207,169.875,168.39,1.8304917372117984,0.843,66.925,93.11916666666666,95.46,90.68,1.922765330234465,5.660083333333334,5.927,0.14164966921203437,169.17416666666665,165.93,2.403714770302461,0.7814166666666668,64.60833333333333,none,0.0,0.0,0.0,0.0,-1.0,0,0
R00002386,M0007,2024-02-26 06:00:00,94.8,5.467,162.79,2955.48,66.16,0.702,generator,site_east,KineticForge,14,medium,6.0,0.6669999999999998,0.5600000000000023,0.5823453529086553,7.787749287749287,0.022385534667803537,4871,0.9525765131514619,94.69,95.46,93.08,1.1150485789120341,5.6155,5.755,0.13789005281986869,168.385,162.79,4.086697933539987,0.83175,66.25999999999999,93.14166666666667,95.46,90.68,1.9422565757542818,5.646666666666667,5.927,0.1521968422401685,168.89583333333334,162.79,2.925084173873105,0.7689166666666667,64.52,none,0.0,0.0,0.0,0.0,-1.0,0,0
R00002387,M0007,2024-02-26 12:00:00,91.72,5.344,164.75,2959.46,63.63,0.663,generator,site_east,KineticForge,14,medium,2.9200000000000017,0.5440000000000005,2.5200000000000102,0.556722306525038,8.060331825037707,0.021500544018165476,4871,0.9525765131514619,93.765,95.46,91.72,1.6926803202810718,5.5245,5.755,0.1723107657692908,167.475,162.79,4.472288750367785,0.7805,65.60000000000001,93.21416666666669,95.46,90.68,1.8635813923896012,5.6114999999999995,5.927,0.16984725758483926,168.6875,162.79,3.134494667116579,0.7648333333333334,64.50666666666666,none,0.0,0.0,0.0,0.0,-1.0,0,0
